kind,hr,con,ra,dec,x,y,z,x2,y2,z2,size,r,g,b
star,6698,Oph,269.7567,-9.7736,-0.9855,0.1434,-0.0910,0.0000,0.0000,0.0000,410.3534,0.3404,0.3192,0.3021
star,6700,Sgr,269.9483,-23.8161,-0.9148,0.3457,-0.2087,0.0000,0.0000,0.0000,295.9089,0.1571,0.1633,0.1770
star,6703,Her,269.4412,29.2478,-0.8725,-0.4232,0.2443,0.0000,0.0000,0.0000,377.7096,0.2884,0.2719,0.2585
star,6705,Dra,269.1517,51.4889,-0.6226,-0.6755,0.3951,0.0000,0.0000,0.0000,529.8562,0.5675,0.5061,0.4559
star,6707,Her,269.6258,30.1894,-0.8643,-0.4339,0.2542,0.0000,0.0000,0.0000,320.7436,0.2038,0.2032,0.2080
star,6710,Ser,270.1208,-3.6903,-0.9979,0.0563,-0.0313,0.0000,0.0000,0.0000,305.6033,0.1844,0.1841,0.1888
star,6712,Oph,270.0658,4.3686,-0.9971,-0.0647,0.0402,0.0000,0.0000,0.0000,304.1992,0.1663,0.1728,0.1871
star,6713,Her,270.0142,16.7508,-0.9576,-0.2469,0.1486,0.0000,0.0000,0.0000,302.1051,0.1845,0.1684,0.1555
star,6714,Oph,270.1612,2.9317,-0.9987,-0.0424,0.0288,0.0000,0.0000,0.0000,354.9425,0.2285,0.2365,0.2547
star,6723,Oph,270.4383,1.3053,-0.9997,-0.0156,0.0183,0.0000,0.0000,0.0000,317.8030,0.1832,0.1896,0.2042
star,6730,Her,270.3767,21.5956,-0.9298,-0.3123,0.1948,0.0000,0.0000,0.0000,282.5908,0.1475,0.1516,0.1614
star,6742,Sgr,271.2554,-29.5800,-0.8695,0.4329,-0.2379,0.0000,0.0000,0.0000,300.7170,0.1828,0.1755,0.1693
star,6743,Ara,271.6579,-50.0917,-0.6413,0.6671,-0.3792,0.0000,0.0000,0.0000,381.2045,0.2589,0.2699,0.2938
star,6745,Pav,272.1450,-63.6683,-0.4433,0.7768,-0.4474,0.0000,0.0000,0.0000,325.2056,0.1996,0.2032,0.2138
star,6746,Sgr,271.4521,-30.4242,-0.8620,0.4453,-0.2421,0.0000,0.0000,0.0000,444.7931,0.3999,0.3747,0.3542
star,6752,Oph,271.3637,2.4994,-0.9988,-0.0251,0.0428,0.0000,0.0000,0.0000,350.0725,0.2477,0.2356,0.2257
star,6766,,272.0208,-28.4572,-0.8786,0.4244,-0.2188,0.0000,0.0000,0.0000,309.1420,0.1932,0.1821,0.1732
star,6770,Oph,271.8267,8.7339,-0.9879,-0.1139,0.1052,0.0000,0.0000,0.0000,304.1992,0.1871,0.1760,0.1670
star,6771,Oph,271.8375,9.5639,-0.9856,-0.1261,0.1127,0.0000,0.0000,0.0000,375.1095,0.2600,0.2670,0.2844
star,6779,Her,271.8858,28.7625,-0.8761,-0.3976,0.2726,0.0000,0.0000,0.0000,366.5709,0.2415,0.2509,0.2716
star,6783,Tel,272.8075,-45.9544,-0.6944,0.6337,-0.3410,0.0000,0.0000,0.0000,312.0025,0.1968,0.1842,0.1740
star,6787,Her,272.1896,20.8144,-0.9341,-0.2862,0.2136,0.0000,0.0000,0.0000,324.4577,0.1850,0.1939,0.2128
star,6789,UMi,263.0538,86.5864,-0.0591,-0.8594,0.5080,0.0000,0.0000,0.0000,324.4577,0.1909,0.1976,0.2128
star,6801,Sgr,272.9308,-23.7011,-0.9145,0.3687,-0.1669,0.0000,0.0000,0.0000,281.2924,0.1600,0.1491,0.1403
star,6812,Sgr,273.4408,-21.0589,-0.9315,0.3369,-0.1371,0.0000,0.0000,0.0000,364.0475,0.2507,0.2550,0.2679
star,6815,Her,272.9758,31.4053,-0.8524,-0.4238,0.3064,0.0000,0.0000,0.0000,281.9409,0.1607,0.1417,0.1261
star,6832,Sgr,274.4067,-36.7617,-0.7988,0.5447,-0.2555,0.0000,0.0000,0.0000,432.6712,0.3784,0.3363,0.3018
star,6842,,274.5133,-27.0425,-0.8879,0.4258,-0.1741,0.0000,0.0000,0.0000,303.4995,0.1862,0.1641,0.1459
star,6855,Pav,275.8067,-61.4939,-0.4748,0.7781,-0.4112,0.0000,0.0000,0.0000,324.4577,0.2128,0.1904,0.1722
star,6859,Sgr,275.2487,-29.8281,-0.8639,0.4672,-0.1882,0.0000,0.0000,0.0000,475.5082,0.4571,0.4126,0.3767
star,6866,Oph,275.2171,3.3772,-0.9941,-0.0037,0.1081,0.0000,0.0000,0.0000,289.1732,0.1690,0.1599,0.1524
star,6868,Her,275.0746,21.9614,-0.9238,-0.2783,0.2629,0.0000,0.0000,0.0000,283.2422,0.1622,0.1438,0.1287
star,6869,Ser,275.3275,-2.8989,-0.9944,0.0911,0.0534,0.0000,0.0000,0.0000,417.9824,0.3532,0.3330,0.3166
star,6872,Lyr,274.9654,36.0644,-0.8053,-0.4686,0.3632,0.0000,0.0000,0.0000,326.7067,0.2158,0.1987,0.1849
star,6879,Sgr,276.0429,-34.3847,-0.8207,0.5288,-0.2164,0.0000,0.0000,0.0000,578.3064,0.6011,0.6245,0.6761
star,6884,Sct,275.9146,-8.9342,-0.9826,0.1855,0.0073,0.0000,0.0000,0.0000,301.4103,0.1837,0.1730,0.1643
star,6895,Her,275.9246,21.7697,-0.9237,-0.2685,0.2732,0.0000,0.0000,0.0000,365.7278,0.2704,0.2487,0.2313
star,6896,Sgr,276.3375,-20.5417,-0.9307,0.3540,-0.0921,0.0000,0.0000,0.0000,292.5217,0.1730,0.1572,0.1444
star,6897,Tel,276.7433,-45.9683,-0.6902,0.6583,-0.3003,0.0000,0.0000,0.0000,394.6009,0.2732,0.2865,0.3148
star,6905,Tel,277.2079,-49.0708,-0.6499,0.6899,-0.3187,0.0000,0.0000,0.0000,342.1039,0.2366,0.2212,0.2087
star,6913,Sgr,276.9925,-25.4217,-0.8965,0.4246,-0.1268,0.0000,0.0000,0.0000,463.6156,0.4345,0.4053,0.3819
star,6916,Pav,277.8433,-62.2783,-0.4608,0.7915,-0.4015,0.0000,0.0000,0.0000,304.1992,0.1640,0.1714,0.1871
star,6920,Dra,275.1896,71.3378,-0.3187,-0.7972,0.5128,0.0000,0.0000,0.0000,335.0873,0.1994,0.2082,0.2270
star,6923,Dra,275.9771,58.8006,-0.5152,-0.7054,0.4868,0.0000,0.0000,0.0000,281.2924,0.1451,0.1495,0.1600
star,6927,Dra,275.2642,72.7328,-0.2956,-0.8045,0.5152,0.0000,0.0000,0.0000,389.1867,0.3062,0.3051,0.3022
star,6930,Sct,277.2996,-14.5658,-0.9600,0.2789,-0.0241,0.0000,0.0000,0.0000,300.0254,0.1644,0.1697,0.1820
star,6934,Tel,277.9392,-45.9150,-0.6891,0.6652,-0.2876,0.0000,0.0000,0.0000,282.5908,0.1416,0.1479,0.1614
star,6945,Dra,276.4963,65.5636,-0.4110,-0.7563,0.5090,0.0000,0.0000,0.0000,291.8489,0.1722,0.1582,0.1470
star,6951,CrA,278.3758,-42.3125,-0.7316,0.6325,-0.2544,0.0000,0.0000,0.0000,304.1992,0.1871,0.1751,0.1654
star,6973,Sct,278.8017,-8.2442,-0.9780,0.2009,0.0560,0.0000,0.0000,0.0000,364.8867,0.2692,0.2441,0.2239
star,6978,Dra,278.1438,57.0456,-0.5385,-0.6796,0.4982,0.0000,0.0000,0.0000,295.2283,0.1762,0.1727,0.1692
star,6982,Pav,280.7588,-71.4281,-0.3129,0.8432,-0.4373,0.0000,0.0000,0.0000,351.6884,0.2500,0.2309,0.2155
star,7001,Lyr,279.2346,38.7836,-0.7694,-0.4725,0.4298,0.0000,0.0000,0.0000,879.3424,1.3973,1.4484,1.5631
star,7012,,281.3621,-64.8714,-0.4163,0.8191,-0.3946,0.0000,0.0000,0.0000,293.8719,0.1622,0.1655,0.1746
star,7020,Sct,280.5683,-9.0525,-0.9708,0.2282,0.0742,0.0000,0.0000,0.0000,298.6469,0.1743,0.1748,0.1803
star,7029,,281.0808,-35.6419,-0.7975,0.5799,-0.1662,0.0000,0.0000,0.0000,288.5081,0.1458,0.1530,0.1683
star,7032,Sct,280.8804,-8.2753,-0.9718,0.2196,0.0860,0.0000,0.0000,0.0000,286.5220,0.1660,0.1536,0.1436
star,7039,Sgr,281.4142,-26.9908,-0.8735,0.4798,-0.0826,0.0000,0.0000,0.0000,426.7348,0.3228,0.3372,0.3681
star,7056,Lyr,281.1933,37.6050,-0.7772,-0.4438,0.4461,0.0000,0.0000,0.0000,324.4577,0.1973,0.2015,0.2128
star,7061,Her,281.4154,20.5464,-0.9179,-0.2054,0.3396,0.0000,0.0000,0.0000,337.4101,0.2301,0.2301,0.2288
star,7063,Sct,281.7938,-4.7478,-0.9755,0.1759,0.1320,0.0000,0.0000,0.0000,335.0873,0.2270,0.2105,0.1972
star,7064,,281.5187,26.6622,-0.8757,-0.2927,0.3841,0.0000,0.0000,0.0000,291.1776,0.1714,0.1574,0.1461
star,7069,Her,281.7554,18.1814,-0.9301,-0.1678,0.3266,0.0000,0.0000,0.0000,324.4577,0.1949,0.2000,0.2128
star,7074,Pav,283.0542,-62.1875,-0.4545,0.8124,-0.3652,0.0000,0.0000,0.0000,335.0873,0.1980,0.2073,0.2270
star,7106,Lyr,282.5200,33.3628,-0.8153,-0.3781,0.4384,0.0000,0.0000,0.0000,400.0903,0.2893,0.2998,0.3236
star,7107,Pav,284.2375,-67.2336,-0.3751,0.8394,-0.3933,0.0000,0.0000,0.0000,318.5356,0.2051,0.1986,0.1928
star,7116,Sgr,283.5425,-22.7450,-0.8966,0.4426,-0.0140,0.0000,0.0000,0.0000,291.1776,0.1714,0.1543,0.1405
star,7120,Sgr,283.7796,-22.6714,-0.8962,0.4436,-0.0101,0.0000,0.0000,0.0000,280.6455,0.1592,0.1444,0.1324
star,7121,Sgr,283.8163,-26.2967,-0.8706,0.4900,-0.0447,0.0000,0.0000,0.0000,556.1066,0.5377,0.5661,0.6252
star,7125,Dra,282.8004,59.3883,-0.4966,-0.6796,0.5400,0.0000,0.0000,0.0000,302.8015,0.1854,0.1703,0.1583
star,7133,Her,283.6871,22.6450,-0.8967,-0.2176,0.3855,0.0000,0.0000,0.0000,307.7216,0.1914,0.1838,0.1773
star,7134,Tel,284.6154,-52.9386,-0.5832,0.7623,-0.2806,0.0000,0.0000,0.0000,288.5081,0.1491,0.1551,0.1683
star,7137,,283.3067,50.7083,-0.6163,-0.5883,0.5235,0.0000,0.0000,0.0000,285.2056,0.1644,0.1557,0.1486
star,7139,Lyr,283.6258,36.8989,-0.7772,-0.4176,0.4707,0.0000,0.0000,0.0000,328.9713,0.2188,0.1925,0.1708
star,7141,Ser,284.0550,4.2036,-0.9675,0.0619,0.2454,0.0000,0.0000,0.0000,305.6033,0.1743,0.1783,0.1888
star,7142,Ser,284.0608,4.2019,-0.9674,0.0620,0.2454,0.0000,0.0000,0.0000,281.2924,0.1486,0.1516,0.1600
star,7149,Sct,284.2654,-5.8461,-0.9641,0.2136,0.1577,0.0000,0.0000,0.0000,291.1776,0.1714,0.1592,0.1495
star,7150,Sgr,284.4325,-21.1067,-0.9035,0.4284,0.0138,0.0000,0.0000,0.0000,394.6009,0.3148,0.2895,0.2693
star,7152,CrA,284.6808,-37.1075,-0.7715,0.6212,-0.1375,0.0000,0.0000,0.0000,288.5081,0.1662,0.1652,0.1683
star,7157,Lyr,283.8338,43.9461,-0.6991,-0.5062,0.5050,0.0000,0.0000,0.0000,349.2674,0.2466,0.2186,0.1956
star,7176,Aql,284.9058,15.0683,-0.9331,-0.0949,0.3468,0.0000,0.0000,0.0000,350.8795,0.2489,0.2312,0.2170
star,7178,Lyr,284.7358,32.6894,-0.8139,-0.3527,0.4617,0.0000,0.0000,0.0000,419.9118,0.3158,0.3286,0.3565
star,7180,Dra,283.5996,71.2972,-0.3117,-0.7731,0.5525,0.0000,0.0000,0.0000,291.8489,0.1722,0.1589,0.1481
star,7188,CrA,285.7788,-42.0953,-0.7141,0.6785,-0.1723,0.0000,0.0000,0.0000,296.5910,0.1584,0.1644,0.1778
star,7192,Lyr,285.0038,32.1456,-0.8178,-0.3432,0.4619,0.0000,0.0000,0.0000,284.5496,0.1637,0.1466,0.1327
star,7193,Aql,285.4200,-5.7389,-0.9592,0.2220,0.1753,0.0000,0.0000,0.0000,350.8795,0.2489,0.2310,0.2166
star,7194,Sgr,285.6529,-29.8803,-0.8349,0.5475,-0.0561,0.0000,0.0000,0.0000,486.5842,0.4341,0.4473,0.4786
star,7217,Sgr,286.1708,-21.7417,-0.8921,0.4507,0.0310,0.0000,0.0000,0.0000,371.6704,0.2793,0.2613,0.2469
star,7226,CrA,286.6046,-37.0633,-0.7647,0.6341,-0.1150,0.0000,0.0000,0.0000,284.5496,0.1637,0.1624,0.1604
star,7227,CrA,286.6046,-37.0633,-0.7647,0.6341,-0.1150,0.0000,0.0000,0.0000,280.6455,0.1592,0.1580,0.1561
star,7234,Sgr,286.7350,-27.6706,-0.8481,0.5294,-0.0206,0.0000,0.0000,0.0000,412.2475,0.3436,0.3157,0.2934
star,7235,Aql,286.3525,13.8633,-0.9316,-0.0646,0.3577,0.0000,0.0000,0.0000,444.7931,0.3581,0.3710,0.3999
star,7236,Aql,286.5621,-4.8825,-0.9550,0.2192,0.1996,0.0000,0.0000,0.0000,401.0126,0.2861,0.2984,0.3251
star,7242,CrA,287.0871,-40.4967,-0.7269,0.6717,-0.1429,0.0000,0.0000,0.0000,307.7216,0.1914,0.1777,0.1666
star,7254,CrA,287.3679,-37.9044,-0.7531,0.6479,-0.1145,0.0000,0.0000,0.0000,343.6830,0.2150,0.2222,0.2388
star,7259,CrA,287.5071,-39.3408,-0.7376,0.6632,-0.1271,0.0000,0.0000,0.0000,343.6830,0.2388,0.2192,0.2035
star,7264,Sgr,287.4408,-21.0236,-0.8905,0.4516,0.0550,0.0000,0.0000,0.0000,455.1537,0.4048,0.4060,0.4188
star,7292,Sgr,288.8850,-25.2567,-0.8557,0.5165,0.0312,0.0000,0.0000,0.0000,289.8398,0.1698,0.1676,0.1649
star,7298,Lyr,288.4396,39.1461,-0.7357,-0.4148,0.5354,0.0000,0.0000,0.0000,322.2241,0.1828,0.1915,0.2099
star,7304,Sgr,289.4087,-18.9531,-0.8920,0.4403,0.1021,0.0000,0.0000,0.0000,282.5908,0.1614,0.1509,0.1424
star,7306,Vul,289.0542,21.3903,-0.8801,-0.1561,0.4484,0.0000,0.0000,0.0000,295.2283,0.1561,0.1624,0.1762
star,7309,Dra,288.4800,57.7050,-0.5067,-0.6373,0.5805,0.0000,0.0000,0.0000,280.6455,0.1592,0.1467,0.1367
star,7310,Dra,288.1388,67.6617,-0.3612,-0.7319,0.5778,0.0000,0.0000,0.0000,436.6747,0.3855,0.3611,0.3414
star,7314,Lyr,289.0921,38.1336,-0.7433,-0.3968,0.5386,0.0000,0.0000,0.0000,324.4577,0.2128,0.1943,0.1793
star,7328,Cyg,289.2758,53.3686,-0.5632,-0.5864,0.5821,0.0000,0.0000,0.0000,371.6704,0.2793,0.2627,0.2493
star,7337,Sgr,290.6596,-44.4589,-0.6679,0.7301,-0.1449,0.0000,0.0000,0.0000,351.6884,0.2196,0.2293,0.2500
star,7340,Sgr,290.4183,-17.8472,-0.8921,0.4337,0.1268,0.0000,0.0000,0.0000,358.2268,0.2421,0.2465,0.2594
star,7342,Sgr,290.4317,-15.9550,-0.9010,0.4085,0.1461,0.0000,0.0000,0.0000,306.3078,0.1727,0.1777,0.1897
star,7343,Sgr,290.8050,-44.7997,-0.6633,0.7338,-0.1469,0.0000,0.0000,0.0000,329.7297,0.2118,0.2127,0.2198
star,7348,Sgr,290.9717,-40.6161,-0.7088,0.6979,-0.1024,0.0000,0.0000,0.0000,354.9425,0.2237,0.2335,0.2547
star,7352,Dra,288.8875,73.3556,-0.2710,-0.7735,0.5729,0.0000,0.0000,0.0000,317.8030,0.2042,0.1865,0.1724
star,7371,Dra,290.1671,65.7147,-0.3861,-0.7083,0.5910,0.0000,0.0000,0.0000,307.7216,0.1717,0.1777,0.1914
star,7372,Cyg,291.0317,29.6214,-0.8114,-0.2630,0.5220,0.0000,0.0000,0.0000,281.9409,0.1412,0.1474,0.1607
star,7377,Aql,291.3746,3.1147,-0.9298,0.1409,0.3399,0.0000,0.0000,0.0000,408.4680,0.3230,0.3253,0.3373
star,7387,Aql,291.6296,0.3386,-0.9296,0.1848,0.3190,0.0000,0.0000,0.0000,302.8015,0.1854,0.1819,0.1784
star,7405,Vul,292.1762,24.6650,-0.8415,-0.1810,0.5090,0.0000,0.0000,0.0000,318.5356,0.2051,0.1832,0.1654
star,7417,Cyg,292.6804,27.9597,-0.8150,-0.2265,0.5334,0.0000,0.0000,0.0000,435.6704,0.3837,0.3547,0.3314
star,7420,Cyg,292.4262,51.7297,-0.5725,-0.5513,0.6069,0.0000,0.0000,0.0000,369.9628,0.2539,0.2604,0.2767
star,7424,Tel,293.8042,-48.0992,-0.6110,0.7768,-0.1523,0.0000,0.0000,0.0000,286.5220,0.1660,0.1540,0.1444
star,7426,Cyg,292.9429,34.4531,-0.7594,-0.3194,0.5669,0.0000,0.0000,0.0000,297.2748,0.1558,0.1631,0.1786
star,7429,Aql,293.5225,7.3789,-0.9093,0.0938,0.4054,0.0000,0.0000,0.0000,317.8030,0.2042,0.1880,0.1750
star,7440,Sgr,294.1767,-24.8836,-0.8276,0.5520,0.1017,0.0000,0.0000,0.0000,307.0139,0.1682,0.1753,0.1905
star,7446,Aql,294.2229,-7.0275,-0.9051,0.3146,0.2860,0.0000,0.0000,0.0000,283.2422,0.1450,0.1503,0.1622
star,7447,Aql,294.1804,-1.2864,-0.9120,0.2302,0.3395,0.0000,0.0000,0.0000,324.4577,0.1876,0.1956,0.2128
star,7462,Dra,293.0900,69.6611,-0.3197,-0.7335,0.5998,0.0000,0.0000,0.0000,301.4103,0.1837,0.1761,0.1697
star,7469,Cyg,294.1104,50.2211,-0.5840,-0.5241,0.6199,0.0000,0.0000,0.0000,315.6153,0.1966,0.1964,0.2014
star,7478,Cyg,294.8442,30.1533,-0.7847,-0.2435,0.5701,0.0000,0.0000,0.0000,300.7170,0.1828,0.1718,0.1629
star,7479,Sge,295.0242,18.0139,-0.8617,-0.0579,0.5041,0.0000,0.0000,0.0000,323.7114,0.2118,0.2034,0.1962
star,7488,Sge,295.2621,17.4761,-0.8626,-0.0478,0.5036,0.0000,0.0000,0.0000,323.7114,0.2118,0.1974,0.1858
star,7515,Sgr,296.5904,-19.7611,-0.8416,0.5068,0.1869,0.0000,0.0000,0.0000,289.1732,0.1690,0.1595,0.1518
star,7517,Cyg,296.0692,37.3544,-0.7140,-0.3402,0.6119,0.0000,0.0000,0.0000,287.1825,0.1667,0.1570,0.1491
star,7525,Aql,296.5650,10.6133,-0.8791,0.0685,0.4716,0.0000,0.0000,0.0000,473.3235,0.4529,0.4038,0.3638
star,7528,Cyg,296.2437,45.1308,-0.6328,-0.4468,0.6324,0.0000,0.0000,0.0000,457.2545,0.3758,0.3904,0.4227
star,7534,Cyg,296.6067,33.7278,-0.7436,-0.2841,0.6053,0.0000,0.0000,0.0000,280.6455,0.1592,0.1591,0.1579
star,7536,Sge,296.8471,18.5342,-0.8459,-0.0519,0.5307,0.0000,0.0000,0.0000,367.4160,0.2729,0.2457,0.2237
star,7557,Aql,297.6958,8.8683,-0.8748,0.1044,0.4730,0.0000,0.0000,0.0000,741.5800,1.0377,1.0566,1.1117
star,7564,Cyg,297.6412,32.9142,-0.7437,-0.2652,0.6137,0.0000,0.0000,0.0000,334.3167,0.2259,0.1966,0.1720
star,7565,Vul,297.7671,22.6100,-0.8168,-0.1080,0.5667,0.0000,0.0000,0.0000,283.2422,0.1415,0.1481,0.1622
star,7570,Aql,298.1183,1.0056,-0.8818,0.2277,0.4130,0.0000,0.0000,0.0000,360.7099,0.2630,0.2493,0.2381
star,7581,Sgr,298.8154,-41.8683,-0.6525,0.7570,-0.0361,0.0000,0.0000,0.0000,342.1039,0.2366,0.2198,0.2063
star,7582,Dra,297.0433,70.2678,-0.3007,-0.7278,0.6164,0.0000,0.0000,0.0000,366.5709,0.2716,0.2575,0.2459
star,7590,Pav,300.1479,-72.9106,-0.2541,0.8953,-0.3658,0.0000,0.0000,0.0000,355.7607,0.2275,0.2363,0.2559
star,7592,Vul,298.3654,24.0797,-0.8034,-0.1263,0.5819,0.0000,0.0000,0.0000,308.4310,0.1701,0.1771,0.1923
star,7595,Aql,298.5621,8.4614,-0.8687,0.1174,0.4811,0.0000,0.0000,0.0000,299.3354,0.1811,0.1688,0.1589
star,7597,Sgr,298.9600,-26.2994,-0.7844,0.6033,0.1439,0.0000,0.0000,0.0000,300.0254,0.1820,0.1753,0.1696
star,7602,Aql,298.8283,6.4067,-0.8706,0.1511,0.4682,0.0000,0.0000,0.0000,376.8409,0.2871,0.2731,0.2615
star,7604,Sgr,299.2367,-27.1700,-0.7763,0.6152,0.1373,0.0000,0.0000,0.0000,312.7217,0.1977,0.1772,0.1606
star,7613,Cyg,298.9654,38.4867,-0.6848,-0.3382,0.6455,0.0000,0.0000,0.0000,283.8952,0.1436,0.1497,0.1629
star,7615,Cyg,299.0767,35.0833,-0.7152,-0.2878,0.6369,0.0000,0.0000,0.0000,361.5414,0.2642,0.2470,0.2331
star,7618,Sgr,299.7383,-26.1956,-0.7791,0.6076,0.1542,0.0000,0.0000,0.0000,291.1776,0.1714,0.1623,0.1549
star,7619,Cyg,298.9075,52.4389,-0.5337,-0.5277,0.6609,0.0000,0.0000,0.0000,285.2056,0.1503,0.1544,0.1644
star,7623,Sgr,299.9342,-35.2764,-0.7075,0.7048,0.0517,0.0000,0.0000,0.0000,323.7114,0.1845,0.1932,0.2118
star,7633,,298.9808,58.8461,-0.4526,-0.6044,0.6556,0.0000,0.0000,0.0000,282.5908,0.1614,0.1431,0.1281
star,7635,Sge,299.6892,19.4922,-0.8189,-0.0455,0.5721,0.0000,0.0000,0.0000,398.2521,0.3206,0.2847,0.2553
star,7650,Sgr,300.6646,-27.7097,-0.7615,0.6311,0.1475,0.0000,0.0000,0.0000,308.4310,0.1923,0.1696,0.1509
star,7652,,300.8896,-37.9408,-0.6768,0.7356,0.0304,0.0000,0.0000,0.0000,295.2283,0.1762,0.1586,0.1444
star,7653,Vul,300.2754,27.7536,-0.7643,-0.1694,0.6223,0.0000,0.0000,0.0000,304.1992,0.1731,0.1769,0.1871
star,7659,,301.0817,-32.0564,-0.7258,0.6803,0.1017,0.0000,0.0000,0.0000,280.6455,0.1592,0.1460,0.1354
star,7665,Pav,302.1817,-66.1819,-0.3418,0.8949,-0.2868,0.0000,0.0000,0.0000,390.0839,0.3076,0.2960,0.2861
star,7673,Tel,301.8467,-52.8808,-0.5126,0.8475,-0.1377,0.0000,0.0000,0.0000,283.8952,0.1629,0.1441,0.1286
star,7685,Dra,300.7046,67.8736,-0.3238,-0.6950,0.6420,0.0000,0.0000,0.0000,313.4426,0.1986,0.1803,0.1655
star,7708,Cyg,302.3567,36.8397,-0.6761,-0.2933,0.6759,0.0000,0.0000,0.0000,284.5496,0.1430,0.1496,0.1637
star,7710,Aql,302.8263,-0.8214,-0.8402,0.2915,0.4572,0.0000,0.0000,0.0000,420.8798,0.3162,0.3294,0.3581
star,7724,Aql,303.5692,15.1975,-0.8041,0.0501,0.5924,0.0000,0.0000,0.0000,283.2422,0.1471,0.1516,0.1622
star,7730,Cyg,303.3250,46.8158,-0.5718,-0.4314,0.6978,0.0000,0.0000,0.0000,291.1776,0.1557,0.1604,0.1714
star,7735,Cyg,303.4079,46.7414,-0.5721,-0.4299,0.6985,0.0000,0.0000,0.0000,369.9628,0.2767,0.2521,0.2323
star,7736,Cyg,303.6333,36.8064,-0.6666,-0.2851,0.6887,0.0000,0.0000,0.0000,281.9409,0.1475,0.1512,0.1607
star,7739,,303.8163,25.5919,-0.7493,-0.1117,0.6527,0.0000,0.0000,0.0000,294.5493,0.1519,0.1595,0.1754
star,7740,Cyg,303.3496,56.5678,-0.4602,-0.5593,0.6894,0.0000,0.0000,0.0000,328.9713,0.1996,0.2052,0.2188
star,7744,Vul,303.9421,27.8142,-0.7338,-0.1456,0.6636,0.0000,0.0000,0.0000,312.7217,0.1977,0.1805,0.1666
star,7747,Cap,304.4121,-12.5083,-0.8054,0.4698,0.3614,0.0000,0.0000,0.0000,333.5478,0.2249,0.2092,0.1965
star,7750,Cep,302.2221,77.7114,-0.1801,-0.7791,0.6005,0.0000,0.0000,0.0000,322.2241,0.1860,0.1935,0.2099
star,7751,Cyg,303.8679,47.7144,-0.5587,-0.4410,0.7024,0.0000,0.0000,0.0000,354.1262,0.2535,0.2261,0.2037
star,7754,Cap,304.5137,-12.5447,-0.8043,0.4710,0.3622,0.0000,0.0000,0.0000,389.1867,0.3062,0.2887,0.2745
star,7763,Cyg,304.4467,38.0331,-0.6495,-0.2987,0.6992,0.0000,0.0000,0.0000,292.5217,0.1716,0.1702,0.1730
star,7773,Cap,305.1658,-12.7592,-0.7973,0.4786,0.3677,0.0000,0.0000,0.0000,295.9089,0.1568,0.1632,0.1770
star,7776,Cap,305.2529,-14.7814,-0.7896,0.5061,0.3470,0.0000,0.0000,0.0000,435.6704,0.3837,0.3679,0.3546
star,7790,Pav,306.4121,-56.7350,-0.4414,0.8844,-0.1516,0.0000,0.0000,0.0000,566.4454,0.5599,0.5886,0.6486
star,7796,Cyg,305.5571,40.2567,-0.6209,-0.3253,0.7132,0.0000,0.0000,0.0000,533.5290,0.5754,0.5591,0.5443
star,7806,Cyg,305.9654,32.1900,-0.6850,-0.2007,0.7004,0.0000,0.0000,0.0000,319.2699,0.2061,0.1869,0.1714
star,7822,Cap,307.2150,-17.8136,-0.7582,0.5588,0.3360,0.0000,0.0000,0.0000,294.5493,0.1713,0.1710,0.1754
star,7831,Aql,307.4125,-2.8856,-0.7933,0.3557,0.4942,0.0000,0.0000,0.0000,285.8631,0.1652,0.1524,0.1421
star,7834,Cyg,307.3487,30.3686,-0.6859,-0.1638,0.7090,0.0000,0.0000,0.0000,351.6884,0.2460,0.2449,0.2500
star,7844,Cyg,307.5146,48.9517,-0.5209,-0.4405,0.7312,0.0000,0.0000,0.0000,283.2422,0.1427,0.1489,0.1622
star,7848,Pav,308.8950,-60.5817,-0.3823,0.9055,-0.1843,0.0000,0.0000,0.0000,295.9089,0.1677,0.1696,0.1770
star,7850,Cep,307.3954,62.9942,-0.3608,-0.6217,0.6953,0.0000,0.0000,0.0000,335.0873,0.2109,0.2152,0.2270
star,7852,Del,308.3033,11.3033,-0.7695,0.1450,0.6219,0.0000,0.0000,0.0000,350.0725,0.2165,0.2265,0.2477
star,7859,Pav,309.3971,-61.5300,-0.3684,0.9093,-0.1934,0.0000,0.0000,0.0000,287.8446,0.1669,0.1652,0.1675
star,7866,Cyg,308.4758,35.2508,-0.6393,-0.2330,0.7328,0.0000,0.0000,0.0000,306.3078,0.1897,0.1680,0.1502
star,7869,Ind,309.3917,-47.2914,-0.5242,0.8516,-0.0095,0.0000,0.0000,0.0000,432.6712,0.3784,0.3545,0.3352
star,7871,Del,308.8271,14.6742,-0.7536,0.0952,0.6504,0.0000,0.0000,0.0000,301.4103,0.1675,0.1722,0.1837
star,7873,Aql,309.1817,-2.5500,-0.7744,0.3632,0.5181,0.0000,0.0000,0.0000,287.1825,0.1667,0.1477,0.1320
star,7882,Del,309.3875,14.5953,-0.7479,0.1003,0.6562,0.0000,0.0000,0.0000,383.8469,0.2979,0.2946,0.2979
star,7884,Aql,309.5846,-1.1053,-0.7705,0.3447,0.5362,0.0000,0.0000,0.0000,327.4598,0.2168,0.2042,0.1939
star,7891,Vul,309.6304,21.2011,-0.7180,-0.0037,0.6960,0.0000,0.0000,0.0000,291.8489,0.1534,0.1592,0.1722
